,at,like,loc,re,tag,time,twit
4834,[ZachJohnsonPGA],674.0,,202.0,,8:00 AM - 21 Jul 2015,.@ZachJohnsonPGA  You're one of the truly great competitiors. I’ve said it for years. Great going winning @OpenChampionship - Not surprised!
4835,"[BreitbartNews, chucktodd, nbc]",682.0,,523.0,,7:47 AM - 21 Jul 2015,.@BreitbartNews is much smarter than sleepy eyes @chucktodd @nbc http://www.breitbart.com/big-government/2015/07/20/no-comment-nbc-covers-up-evidence-of-immigration-crime-wave/ … Thanks to Steve Bannon & real reporters.
4836,,1500.0,,656.0,,7:30 AM - 21 Jul 2015,Rick Perry did an absolutely horrible job of securing the border. He should be ashamed of himself. Gov. Abbott has since been terrific.
4837,,1400.0,,590.0,,7:14 AM - 21 Jul 2015,Good luck to my new friends on your testimony in DC. You are amazing people doing something so important--- stopping illegal immigration!
4838,[DillyDoesIt],1400.0,,679.0,[MakeAmericaGreatAgain],7:11 AM - 21 Jul 2015,"""@DillyDoesIt Trump has no problem telling it how it is, isn't that what everyone has been wanting from a President? #MakeAmericaGreatAgain"""
4839,,4600.0,,2100.0,,4:55 AM - 21 Jul 2015,"Just got great national poll numbers - double digit lead!  Thank you, we will all MAKE AMERICA GREAT AGAIN!"
4840,[michaeljohns],878.0,,483.0,"[Trump, McCain, GOP]",4:42 AM - 21 Jul 2015,"""@michaeljohns: #Trump support surges even higher after #McCain statement. Why?  Trump is a fighter. #GOP https://twitter.com/politico/status/623281305736871936 …"""
4841,"[dancriscuolo, realDonaldTrump]",908.0,,319.0,[MakeAmericaGreatAgain],11:02 PM - 20 Jul 2015,"""@dancriscuolo: If Donald Trump isn't my president by 2017 I'm gettin' the h**k outta here! @realDonaldTrump #MakeAmericaGreatAgain"""
4842,[ileadliberty],718.0,,273.0,,11:00 PM - 20 Jul 2015,"""@ileadliberty: I truly love this Land of the Free and I know that DonaldTrump will cut through the confusion and Make America Great Again!"""
4843,"[1Barbara1, realDonaldTrump, SteveMarz1, Felix_Clay, kpdelbridge, seanhannity]",383.0,,216.0,,10:59 PM - 20 Jul 2015,"""@1Barbara1: @realDonaldTrump @SteveMarz1 @Felix_Clay @kpdelbridge @seanhannity Vietnam Veterans Against McCain-https://youtu.be/vFM1xqqTX_g """
4844,[bigg_ritch],894.0,,373.0,,10:54 PM - 20 Jul 2015,"""@bigg_ritch: The reason Trump is the man... He wants Americans to work not illegal aliens. they live better than we do illegally."
4845,"[connorbaldwin21, realDonaldTrump]",836.0,,290.0,,10:53 PM - 20 Jul 2015,"""@ConnorBaldwin21: @realDonaldTrump has the balls to say what needs to be said and I love it"""
4846,"[WesleyRuedy, realDonaldTrump]",586.0,,187.0,,10:53 PM - 20 Jul 2015,"""@WesleyRuedy: Donald Trump is the man. And people don't appreciate his honesty. @realDonaldTrump"" Thank you."
4847,[THENORAWILLIAMS],666.0,,236.0,"[africanamerican, USA]",10:52 PM - 20 Jul 2015,"""@THENORAWILLIAMS: I'm #africanamerican & I KNOW without a doubt that DonaldTrump is THE ONLY ANSWER to get the #USA out of this mess!"
4848,"[Knight276, realDonaldTrump, kpdelbridge, seanhannity]",601.0,,240.0,,10:50 PM - 20 Jul 2015,"""@Knight276: @realDonaldTrump @kpdelbridge @seanhannity I'm a veteran. I'm not offended by Trump"""
4849,"[AhmedBawazir, realDonaldTrump]",382.0,,135.0,,10:50 PM - 20 Jul 2015,"""@AhmedBawazir: I'm very sure that @realDonaldTrump does things excellently pic.twitter.com/dk28Bx89Et"""
4850,"[EdwardFrancisII, realDonaldTrump]",1800.0,,1200.0,[2016election],10:47 PM - 20 Jul 2015,"""@EdwardFrancisII: ""Can't Be Bought"" @realDonaldTrump - #2016election pic.twitter.com/3JmAo2Y94S"""
4851,"[SteveMarz1, Felix_Clay, kpdelbridge, seanhannity]",335.0,,180.0,,10:46 PM - 20 Jul 2015,"""@SteveMarz1: @Felix_Clay @kpdelbridge @seanhannity but McCain is not a hero. McCain abandoned POW http://mobile.wnd.com/2015/07/mccain-and-the-pow-cover-up/ … McCain lies."""
4852,"[ultradave1951, realDonaldTrump]",408.0,,218.0,,10:44 PM - 20 Jul 2015,"""@ultradave1951: @realDonaldTrump check out mccains record on blocking legislation - blocking Mia/pow records"""
4853,"[MrdannyArthur, Paul_Beiss, Lg4Lg, seanhannity, SenJohnMcCain]",389.0,,177.0,,10:40 PM - 20 Jul 2015,"""@MrdannyArthur: @Paul_Beiss @Lg4Lg @seanhannity @SenJohnMcCain Phoenix VA, led the league in scandals! McCain knew! Did nothing!"""
4854,"[AlleyKat2, realDonaldTrump]",458.0,,162.0,,10:39 PM - 20 Jul 2015,"""@AlleyKat2: @realDonaldTrump doesn't need the influence peddlers money so he can be his own man""  So true."
4855,"[AlbertoZambrano, HeinzFGuderian]",485.0,,223.0,,10:38 PM - 20 Jul 2015,"""@AlbertoZambrano: @HeinzFGuderian   Well get your facts straight. McCain was so bad he gave us Obama. He gave arms to Islamic terrorists"""
4856,"[realDonaldTrump, erintighe_]",371.0,,121.0,,10:35 PM - 20 Jul 2015,"""@azuriterealtor: @realDonaldTrump @erintighe_  Keep going on,  you can win!"""
4857,"[abcnews, washingtonpost, GOP]",843.0,,341.0,,10:30 PM - 20 Jul 2015,"Wow, new @ABCnews/@WashingtonPost @GOP preference poll has DonaldTrump 11 points up! Thank you."
4858,"[kpdelbridge, seanhannity]",887.0,,408.0,,10:22 PM - 20 Jul 2015,"""@kpdelbridge: FOX NEWS-Get your facts straight! Trump did not put down Vets-he put down a clown named McCain! @seanhannity"
4859,"[erintighe_, realDonaldTrump]",1200.0,,391.0,,6:55 PM - 20 Jul 2015,"""@erintighe_: @realDonaldTrump your the only person who really wants to save America"""
4860,[realDonaldTrump],843.0,,259.0,,6:52 PM - 20 Jul 2015,"""@bxldgxng: @realDonaldTrump i've never felt more strongly about anything in my life, you are the only person who can truly fix America"""
4861,"[JWCarrr, AnnCoulter, sentences]",526.0,,175.0,,6:51 PM - 20 Jul 2015,"""@JWCarrr: @AnnCoulter @SenTenCes   Ben Carson has not criticized Trump! And there's no need to mention Dr. Carson's education!"""
4862,"[schwartzb, realDonaldTrump]",621.0,,196.0,,6:50 PM - 20 Jul 2015,"""@schwartzb: @realDonaldTrump we need your help Donald! Make us great again!"""
4863,"[lizaperri, realDonaldTrump]",1300.0,,532.0,,6:49 PM - 20 Jul 2015,"""@lizaperri: @realDonaldTrump The more the media attacks you, the more I know you are the right person for the job."""
4864,"[BJSeastoneAMP, realDonaldTrump]",733.0,,259.0,[politicalcrap],6:48 PM - 20 Jul 2015,"""@BJSeastoneAMP: Proud of you @realDonaldTrump keep cutting through the #politicalcrap and tell it like it is"""
4865,"[greengolf56, realDonaldTrump]",704.0,,240.0,,6:43 PM - 20 Jul 2015,"""@greengolf56: @realDonaldTrump Keep going Mr trump America needs you"""
4866,"[MrsJRobbins, realDonaldTrump]",547.0,,174.0,[Trump2016],6:43 PM - 20 Jul 2015,"""@MrsJRobbins: America needs @realDonaldTrump !!!  #Trump2016"""
4867,"[tonyparker1981, Nate_Cohn, chrislhayes, realDonaldTrump]",429.0,,135.0,,6:41 PM - 20 Jul 2015,"""@tonyparker1981: @Nate_Cohn @chrislhayes Not a huge surprise all day T.V. is all about @realDonaldTrump and nothing about BernieSanders"
4868,"[TCastilonia, realDonaldTrump, oreillyfactor]",484.0,,144.0,,6:40 PM - 20 Jul 2015,"""@TCastilonia: @realDonaldTrump @oreillyfactor Your the opening story on every political show,radio or tv."
4869,"[2009softail, oreillyfactor]",1100.0,,437.0,,6:38 PM - 20 Jul 2015,"""@2009softail: You nailed it on @oreillyfactor tonite. You say what most middle class folks YELL at their TV every night - you speak 4 us"""
4870,"[BrianCstandsup, realDonaldTrump]",646.0,,211.0,[Trump2016],6:21 PM - 20 Jul 2015,"""@BrianCstandsup: @realDonaldTrump I'm convinced. Let's go Trump. #Trump2016"""
4871,"[Drake4444444, realDonaldTrump]",1000.0,,326.0,,5:44 PM - 20 Jul 2015,"""@Drake4444444: @realDonaldTrump You're killing Jeb in the polls! Keep it up!"""
4872,"[Dark_Red_Hair, realDonaldTrump]",523.0,,152.0,,5:40 PM - 20 Jul 2015,"""@Dark_Red_Hair: .@realDonaldTRUMP - u hit a home run on THE FACTOR"""
4873,"[PJTV, realDonaldTrump]",1300.0,,689.0,,5:38 PM - 20 Jul 2015,"""@PJTV: ON TOP  The GOP, Democrats and media have all hit @realDonaldTrump Here’s the result: http://bit.ly/1OiKIha  pic.twitter.com/OrEpbtXh3H"""
4874,[ShepherdGarrett],1300.0,,590.0,[MakeAmericaGreatAgain],5:36 PM - 20 Jul 2015,"""@ShepherdGarrett: It doesn't matter what the media thinks--It matters what the American people think  Keep It Up! #MakeAmericaGreatAgain"""
4875,"[kpmck63, realDonaldTrump]",653.0,,200.0,[MakeAmericaGreatAgain],5:35 PM - 20 Jul 2015,"""@kpmck63: I'm going to listen to @realDonaldTrump LONG before I listen to georgelopez #MakeAmericaGreatAgain"""
4876,[alyssathgreat],876.0,,419.0,"[veterans, OReillyFactor]",5:32 PM - 20 Jul 2015,"""@alyssathgreat:  “SenJohnMcCain is always talking, talking but nothing gets done. These #veterans are living in hell.” #OReillyFactor"""""
4877,"[Malibu101834, realDonaldTrump, oreillyfactor]",542.0,,160.0,,5:31 PM - 20 Jul 2015,"""@Malibu101834: @realDonaldTrump @oreillyfactor I'll watch anything that gives you a chance to share your views. Go donald."""
4878,"[mikeezepek, DLoesch]",601.0,,239.0,[MakeAmericaGreatAgain],5:31 PM - 20 Jul 2015,"""@mikeezepek: @DLoesch Great interview! Give Trump a hot mic and watch out! It is the rawness, the non-PC guy. #MakeAmericaGreatAgain"""
4879,[oreillyfactor],1900.0,,716.0,,4:27 PM - 20 Jul 2015,"I will be interviewed on @oreillyfactor tonight at 8:00. Will be talking about the poor treatment of our veterans, illegal immigration, etc."
4880,[WSJ],784.0,,338.0,,1:24 PM - 20 Jul 2015,Look how small the pages have become @WSJ. Looks like a tabloid—saving money I assume!
4881,,4700.0,,2700.0,,9:46 AM - 20 Jul 2015,"This story is no longer about John McCain, it’s about our horribly treated vets. Illegals are treated better than our wonderful veterans."
4882,,1300.0,,535.0,,9:41 AM - 20 Jul 2015,"It was only after I informed NBC that I wouldn't do the Apprentice that they became upset w/ me. They couldn’t care less about “inclusion"""
4883,"[amit_, realDonaldTrump]",998.0,,546.0,,9:22 AM - 20 Jul 2015,"""@amit_ @realdonaldtrump I agree 100%. McCain is fighting for illegal immigrant but never did anything for our Vets."""
4884,"[LinFlies, GhostDancer_2, contrarian11, MichaelCohen212, ChrisCuomo, DeptVetAffairs]",596.0,,243.0,,9:16 AM - 20 Jul 2015,"""@LinFlies @GhostDancer_2 @contrarian11 @MichaelCohen212 @ChrisCuomo @DeptVetAffairs ...rest of GOP only cries but Trump gets stuff DONE"""
4885,"[Valenti317, realDonaldTrump]",782.0,,333.0,,8:55 AM - 20 Jul 2015,"""@Valenti317 @realDonaldTrump the left is petrified of you! Why else would they be attacking you so vigorously?"""
4886,"[AndrewStilesUSA, realDonaldTrump]",737.0,,335.0,,8:53 AM - 20 Jul 2015,"""@MJJustus1 @AndrewStilesUSA @realDonaldTrump Trump already hosts vets at his resorts. What does Hillary do?"""
4887,,864.0,,331.0,,8:51 AM - 20 Jul 2015,"""@RTMatador Trump says things that no one else would even consider saying, I agree with him on the immigration situation, i love honesty"""
4888,[_EOD],1500.0,,937.0,,8:45 AM - 20 Jul 2015,"""@_EOD  I believe we have passed that point. There are Homeless Veterans in USA & yet Illegal Aliens get Government Housing"""
4889,"[DanScavino, realDonaldTrump]",653.0,,331.0,"[USA, Veterans]",8:24 AM - 20 Jul 2015,"""@DanScavino @realDonaldTrump hosts events around the #USA 4our #Veterans. Long before a presidential run. He loves our military."""
4890,"[VetApologist, realDonaldTrump]",759.0,,339.0,,8:22 AM - 20 Jul 2015,"""@VetApologist This is big criticism of the Republican field. Speak truth and stop being so PC. This is why @realDonaldTrump resonates!"""
4891,"[johnjcarp61, realDonaldTrump, JohnMcCain]",789.0,,327.0,[VA],8:10 AM - 20 Jul 2015,""" @johnjcarp61  At least we're talking about the #VA! We weren't a month ago! @realDonaldTrump @JohnMcCain"""
4892,,3600.0,,2100.0,,7:25 AM - 20 Jul 2015,We will soon be at a point with our incompetent politicians where we will be treating illegal immigrants better than our veterans.
4893,[WSJ],929.0,,461.0,,7:25 AM - 20 Jul 2015,"The ever dwindling @WSJ which is worth about 1/10 of what it was purchased for, is always hitting me politically. Who cares!"
4894,"[RW84JR, realDonaldTrump]",1600.0,,642.0,,7:18 PM - 19 Jul 2015,"""@RW84JR: @realDonaldTrump Glad U R Man Enough 2 Speak the Truth in this Pathetic Politically Correct World!"
4895,"[Jenism101, realDonaldTrump, 97Musick]",924.0,,318.0,,7:17 PM - 19 Jul 2015,"""@Jenism101: @realDonaldTrump @97Musick Trump is the only person we believe will actually set things right."""
4896,"[vettesetter, realDonaldTrump, USATOpinion]",515.0,,224.0,,7:16 PM - 19 Jul 2015,"""@vettesetter: RT @realDonaldTrump: My @USATOpinion piece: ""Trump: I don't need to be lectured"" http://flip.it/vfSkQ """
4897,"[KathleenLove10, realDonaldTrump, MaxChupailo, kuuleme69, cspan]",875.0,,306.0,,7:14 PM - 19 Jul 2015,"""@KathleenLove10: @realDonaldTrump @MaxChupailo @kuuleme69 @cspan The truth hurts sometimes, who cares...keep telling it like it is!!"""
4898,"[andres_3v, realDonaldTrump]",958.0,,381.0,"[Trump2016, TrumpForAmerica]",7:14 PM - 19 Jul 2015,"""@andres_3v: @realDonaldTrump you have the guts and backbone this country politics has needed for years. #Trump2016 #TrumpForAmerica"""
4899,"[janetaylorann, realDonaldTrump]",772.0,,231.0,,7:12 PM - 19 Jul 2015,"""@janetaylorann: @realDonaldTrump Will make the best President ever"""
4900,"[frydguy, realDonaldTrump]",843.0,,339.0,,7:12 PM - 19 Jul 2015,"""@frydguy: Keep it up Donald..@realDonaldTrump America needs a Winner not a Whiner..."""
4901,"[bdean1468, realDonaldTrump, MaxChupailo, kuuleme69, cspan]",626.0,,228.0,[MakeAmericaGreatAgain],7:11 PM - 19 Jul 2015,"""@bdean1468: @realDonaldTrump @MaxChupailo @kuuleme69 @cspan WE LOVE YOU TRUMP!!! TRUMP FOR PRESIDENT! #MakeAmericaGreatAgain"""
4902,"[restore_US_now, JohnnyG__62, realDonaldTrump, GinaandersonRN]",1000.0,,921.0,,7:11 PM - 19 Jul 2015,"""@restore_US_now: @JohnnyG__62 @realDonaldTrump @GinaandersonRN ...what do you say now??? pic.twitter.com/RdMXfnuBMH"""
4903,"[97Musick, realDonaldTrump]",722.0,,253.0,,7:09 PM - 19 Jul 2015,"""@97Musick: @realDonaldTrump Voters LIKE ""tough and smart""... that's why we are voting TRUMP 2016!!"""
4904,"[MaxChupailo, kuuleme69, cspan, realDonaldTrump]",500.0,,156.0,,7:07 PM - 19 Jul 2015,"""@MaxChupailo: @kuuleme69 @cspan @realDonaldTrump Gotta love the honesty"""
4905,"[kda20151223, realDonaldTrump]",2200.0,,1100.0,,6:36 PM - 19 Jul 2015,"""@kda20151223: @realDonaldTrump trump for president pic.twitter.com/I9VxZ0MlNQ"""
4906,"[ebalky, realDonaldTrump]",649.0,,234.0,,6:32 PM - 19 Jul 2015,"""@ebalky: @realDonaldTrump that's all the career politicians do is talk"""
4907,"[GinaandersonRN, realDonaldTrump]",966.0,,517.0,,6:31 PM - 19 Jul 2015,"""@GinaandersonRN: @realDonaldTrump ...RN for 27 yrs. Veterans have less benefits than medicaid recipients. Thnx for speaking#TRUTH"""
4908,"[sjbatis, realDonaldTrump]",822.0,,293.0,,6:31 PM - 19 Jul 2015,"""@sjbatis: @realDonaldTrump Bravo for saying whats on most of Americans mind. Lets make America great, again!"""
4909,[2014_vince],781.0,,285.0,,6:30 PM - 19 Jul 2015,"""@2014_vince: The left wing politically correct cannot handle big don giving the truth....reality....keep saying it like it is !!!!"""
4910,[pg_rant],822.0,,296.0,,6:29 PM - 19 Jul 2015,"""@pg_rant: They can't handle you Donald so want you out the race, well good luck,because we know you won't walk away! Give it to them"""
4911,[HL3tweets],1000.0,,572.0,,6:28 PM - 19 Jul 2015,"""@HL3tweets: McCain epitomizes the career politicians who have gotten us into our $19 TRILLION train-wreck, including the VA debacle."""
4912,[USATOpinion],1400.0,,829.0,,5:02 PM - 19 Jul 2015,"My @USATOpinion piece: ""Trump: I don't need to be lectured""http://www.usatoday.com/story/opinion/2015/07/19/donald-trump-republican-party-presidential-candidate-editorials-debates/30389993/ …"
4913,,3300.0,,1200.0,,2:06 PM - 19 Jul 2015,I will be making some very big campaign stops next week - big crowds and tremendous  energy!  MAKE AMERICA GREAT AGAIN
4914,,3700.0,,1800.0,,2:03 PM - 19 Jul 2015,"The Republican Party must get tougher and smarter, and fast, or it will go down to a very big defeat - just like the last two times!"
4915,,956.0,,479.0,,11:53 AM - 19 Jul 2015,A true piece about the standing ovations I got yesterday http://thegazette.com/subject/news/government/politics/cruz-jindal-trump-score-big-at-family-leader-gop-presidential-candidate-event-20150719 …
4916,,3300.0,,2000.0,,3:22 AM - 19 Jul 2015,The Veterans Administration is in shambles and our veterans are suffering greatly. John McCain has done nothing to help them but talk.
4917,,3300.0,,2200.0,,3:15 AM - 19 Jul 2015,"John McCain called thousands of people ""crazies"" when they came to seek help on illegal immigration last week in Phoenix. He owes apology!"
4918,"[mwood_79, SharylAttkisson]",1800.0,,763.0,,9:42 PM - 18 Jul 2015,"""@mwood_79:  @SharylAttkisson Why do they attack Mr Trump? Because he has something they dont. The ability of truth! Trump is here!"""
4919,"[dunn_cheri, SharylAttkisson]",1400.0,,561.0,,9:39 PM - 18 Jul 2015,"""@dunn_cheri:  @SharylAttkisson Mr Trump the only one telling the truth. Liberals can't stand the fact that your are leading in the poll"""
4920,"[amsardina, realDonaldTrump, SharylAttkisson]",814.0,,320.0,,9:39 PM - 18 Jul 2015,"""@amsardina: @realDonaldTrump @SharylAttkisson kick there ass Trump"""
4921,"[realDonaldTrump, SharylAttkisson]",610.0,,207.0,[TrumpTrain2016],9:38 PM - 18 Jul 2015,"""@sloopjohnb15: @realDonaldTrump @SharylAttkisson I'm on the #TrumpTrain2016"""
4922,"[deannecox777, SharylAttkisson]",567.0,,204.0,"[FactCheck, QuitHatin]",9:38 PM - 18 Jul 2015,"""@deannecox777:  @SharylAttkisson Because she shoots straight like you do, Mr Trump. No bullsh!t. Just TRUTH! #FactCheck #QuitHatin'"""
4923,[SharylAttkisson],1200.0,,1000.0,,9:19 PM - 18 Jul 2015,"Wow, @SharylAttkisson  just wrote the definitive piece on what I said about John McCain https://sharylattkisson.com/fact-check-the-washington-post-on-donald-trump-and-john-mccain/ …"
4924,,4500.0,,2300.0,,4:18 PM - 18 Jul 2015,One of the reasons I am no fan of John McCain is that our Vets are being treated so badly by him and the politicians. I will fix VA quickly.
4925,[fitsnews],924.0,,436.0,,2:45 PM - 18 Jul 2015,Via @fitsnews: “Donald Trump: John McCain Is ‘A Loser’” http://www.fitsnews.com/2015/07/18/donald-trump-john-mccain-is-a-loser/#5ojKUvsh6iPD4VpU.99 …
4926,[MittRomney],4200.0,,2500.0,,1:46 PM - 18 Jul 2015,"Why would anybody listen to @MittRomney? He lost an election that should have easily been won against Obama. By the way,so did John McCain!"
4927,[GregAbbott_TX],3000.0,,1400.0,,1:18 PM - 18 Jul 2015,"Congrats to the new Gov. of Texas, @GregAbbott_TX, for taking a tough & bold stance at the border. Should have been done long ago by Perry."
4928,,3000.0,,1500.0,,11:51 AM - 18 Jul 2015,I have a proven track record supporting our Veterans. Veterans deserve universal access to care. VA scandal proves politicians are inept.
4929,,4700.0,,3200.0,,11:16 AM - 18 Jul 2015,....that has served our country is put on a waiting list and gets no care.
4930,,7600.0,,5200.0,,11:16 AM - 18 Jul 2015,It's a national embarrassment that an illegal immigrant can walk across the border and receive free health care and one of our Veterans.....
4931,,2300.0,,819.0,,11:15 AM - 18 Jul 2015,I will make this right for our great Vets!
4932,,1500.0,,564.0,,11:15 AM - 18 Jul 2015,"All he does is go on television is talk, talk, talk, but incapable of doing anything."
4933,,1700.0,,831.0,,11:15 AM - 18 Jul 2015,....John McCain has failed miserably to fix the situation and to make it possible for Veterans to successfully manage their lives.
4934,,2600.0,,1400.0,,11:15 AM - 18 Jul 2015,The Veterans of our country have been treated like third class citizens for many years...
4935,,2500.0,,1200.0,,10:59 AM - 18 Jul 2015,"Captured or not, all our soldiers are heroes!"
4936,,2100.0,,1200.0,,10:59 AM - 18 Jul 2015,"In addition to doing a lousy job in taking care of our Vets, John McCain let us down by losing to Barack Obama in his run for President!"
4937,,1200.0,,341.0,,10:58 AM - 18 Jul 2015,"Just left Family Leadership Summit in Iowa, got a standing ovation from many wonderful people. I will be back soon."
4938,,759.0,,581.0,,10:58 AM - 18 Jul 2015,Statement on John McCain- http://on.fb.me/1COy9cF 
4939,,2700.0,,944.0,,7:09 AM - 18 Jul 2015,I am now in Iowa getting ready to speak. People are always amazed to find out that I am Protestant (Presbyterian). GREAT.
4940,"[CNN, CNNPolitics]",2100.0,,889.0,,7:03 AM - 18 Jul 2015,The $10 billion (net worth) is AFTER all debt and liabilities. So simple to understand but @CNN & @CNNPolitics is just plain dumb!
4941,"[CNN, CNNPolitics]",1500.0,,564.0,,6:57 AM - 18 Jul 2015,Ratings starved @CNN and @CNNPolitics does not cover me accurately. Why can't they get it right - it's really not that hard!
4942,,2000.0,,677.0,,6:49 AM - 18 Jul 2015,Made a speech in Arkansas last night before a record GOP crowd. Great spirit and amazing people. MAKE AMERICA GREAT AGAIN!
4943,"[ariannahuff, HuffingtonPost]",2000.0,,834.0,,6:44 AM - 18 Jul 2015,It's driving @ariannahuff & the money losing @HuffingtonPost post crazy that I am #1 in their poll and they only write bad stories about me!
4944,"[ariannahuff, HuffingtonPost]",2200.0,,1100.0,,6:37 AM - 18 Jul 2015,The liberal clown  @ariannahuff told her minions at the money losing @HuffingtonPost to cover me as enterainment. I am #1 in Huff Post Poll.
4945,"[koltonbittner, realDonaldTrump]",740.0,,204.0,,6:20 AM - 18 Jul 2015,"""@koltonbittner: .@realDonaldTrump makes me proud to be an American"" So nice, thank you!"
4946,"[rua1ri, realDonaldTrump]",929.0,,279.0,,9:03 PM - 17 Jul 2015,"""@rua1ri: @realDonaldTrump your what America needs Donald!""  Thank you."
4947,"[jimlibertarian, realDonaldTrump, nonstop85716]",752.0,,253.0,,9:02 PM - 17 Jul 2015,"""@jimlibertarian: @realDonaldTrump @nonstop85716 it doesn't matter how you vote for Donald, just remember to vote Donald Trump for POTUS"
4948,"[SteveMullaney1, realDonaldTrump]",558.0,,151.0,,9:01 PM - 17 Jul 2015,"""@SteveMullaney1: @realDonaldTrump has all of my support!!"""
4949,"[BillyParker03, realDonaldTrump, BillAndMoShow]",466.0,,133.0,,9:00 PM - 17 Jul 2015,"""@BillyParker03: @realDonaldTrump The @BillAndMoShow has your back! TRUMP FOR PREZ!"""
4950,"[JoeyCarna, realDonaldTrump]",634.0,,168.0,,8:58 PM - 17 Jul 2015,"""@JoeyCarna: @realDonaldTrump if you don't win I'm moving to Europe."" We will all win together!"
4951,[amandajoan40],1400.0,,509.0,"[Trump2016, TrumpForPresident]",8:57 PM - 17 Jul 2015,"""@amandajoan40: This is the first time in my adult life that I have been excited about an election #Trump2016 #TrumpForPresident"""
4952,"[JCippy, realDonaldTrump]",579.0,,173.0,,8:49 PM - 17 Jul 2015,"""@JCippy: @realDonaldTrump for our next President !!"""
4953,"[nonstop85716, realDonaldTrump]",494.0,,137.0,,8:49 PM - 17 Jul 2015,"""@nonstop85716: @realDonaldTrump.I am always on the road. I am gonna do the absentee ballot thing in the primary's and Mr Trump has my vote"""
4954,[genesimmons],1500.0,,688.0,,7:25 PM - 17 Jul 2015,".@genesimmons,
 
Amazing!
 
Thank you.
 
 http://conservativetribune.com/cnn-baits-gene-simmons/ …"
4955,[genesimmons],1300.0,,349.0,,7:20 PM - 17 Jul 2015,.@genesimmons really great job handling the wise guys --- so easy for you--- such talent! I won’t forget.
4956,,1100.0,,716.0,,2:46 PM - 17 Jul 2015,Response to Huffington Post- http://on.fb.me/1OkZm82 
4957,[Franklin_Graham],2800.0,,1700.0,,11:10 AM - 17 Jul 2015,"“God's word is the same, yesterday and today and a million years from now.” - @Franklin_Graham"
4958,,1100.0,,720.0,,11:10 AM - 17 Jul 2015,“Donald Trump was proven right on another one of his top issues Thursday: 'gun free zones' at military bases.”http://www.washingtonexaminer.com/trump-would-end-gun-free-zones-on-military-bases/article/2567907 …
4959,[AP],483.0,,301.0,,11:09 AM - 17 Jul 2015,"Via @AP March,2013: Jeb said “he was open to…pathway for citizenship for illegal immigrants” http://www.cbsnews.com/news/jeb-bush-clarifies-immigration-remarks/ … Lying on campaign trail!"
4960,,2300.0,,1100.0,,10:32 AM - 17 Jul 2015,We will no longer be silent. We can take our country back! Let’s Make America Great Again! https://www.donaldjtrump.com/ 
4961,,6100.0,,4100.0,,10:31 AM - 17 Jul 2015,MILITARY LIVES MATTER! END GUN FREE ZONES! OUR SOLDIERS MUST BE ABLE TO PROTECT THEMSELVES! THIS HAS TO STOP!
4962,[ARGOP],1100.0,,429.0,[MAKEAMERICAGREATAGAIN],10:31 AM - 17 Jul 2015,Looking forward to speaking at the @ARGOP Reagan-Rockefeller Dinner tonight! Record crowd. We are no longer silent! #MAKEAMERICAGREATAGAIN!
4963,[HillaryClinton],3900.0,,1900.0,[SilentMajority],9:36 AM - 17 Jul 2015,I had thousands join me in New Hampshire last night! @HillaryClinton had 68. The #SilentMajority is fed up with what is going on in America!
4964,"[Tamaralynn212, RWSurferGirl, realDonaldTrump]",908.0,,357.0,,2:52 AM - 17 Jul 2015,"""@Tamaralynn212: @RWSurferGirl @realDonaldTrump The whole Gov. needs to be remodeled, he's the man for the job. I'd love to see him Prez."""
4965,"[TheRealCamSand, realDonaldTrump]",574.0,,159.0,,2:51 AM - 17 Jul 2015,"""@TheRealCamSand: It would be to cool if @realDonaldTrump was the president."" Thanks!"
4966,"[GotMade, realDonaldTrump, JohnMcCain]",600.0,,257.0,,2:49 AM - 17 Jul 2015,"""@GotMade: @realDonaldTrump @JohnMcCain Trump speaks the truth about foolish leaders negotiating and you hate the truth McCain"""
4967,,9200.0,,7700.0,,2:44 AM - 17 Jul 2015,Get rid of gun free zones. The four great marines who were just shot never had a chance. They were highly trained but helpless without guns.
4968,,5600.0,,2900.0,,2:02 PM - 16 Jul 2015,Thoughts and prayers to the families of the four great Marines killed today.
4969,[GovernorPerry],2400.0,,1500.0,,1:49 PM - 16 Jul 2015,.@GovernorPerry failed on the border. He should be forced to take an IQ test before being allowed to enter the GOP debate.
4970,[GovernorPerry],787.0,,356.0,,1:48 PM - 16 Jul 2015,.@GovernorPerry just gave a pollster quote on me. He doesn't understand what the word demagoguery means.
4971,[SenJohnMcCain],2000.0,,1500.0,,1:39 PM - 16 Jul 2015,.@SenJohnMcCain should be defeated in the primaries. Graduated last in his class at Annapolis--dummy!
4972,[SenJohnMcCain],1600.0,,882.0,,1:38 PM - 16 Jul 2015,"The thousands of people that showed up for me in Phoenix were amazing Americans. @SenJohnMcCain called them ""crazies""--must apologize!"
4973,[MichaelCohen212],749.0,,311.0,,1:28 PM - 16 Jul 2015,"CNN: ""New GOP polls show Trump's favorability is up"" http://www.cnn.com/videos/tv/2015/07/16/exp-michael-cohen-trump-11a.cnn …
@MichaelCohen212"
4974,,2000.0,,1300.0,,1:27 PM - 16 Jul 2015,"“No government ever voluntarily reduces itself in size. So governments' programs, once launched, never disappear.” – Ronald Reagan"
