,at,like,loc,re,tag,time,twit
1642,,5800.0,,2400.0,,5:31 AM - 16 Jan 2016,"Ted Cruz purposely, and illegally, did not list on his personal disclosure form personally guaranteed loans from banks. They own him!"
1643,,5700.0,,2200.0,,4:23 AM - 16 Jan 2016,"Based on the fact that Ted Cruz was born in Canada and is therefore a ""natural born Canadian,"" did he borrow unreported loans from C banks?"
1644,,7100.0,,3000.0,,4:17 AM - 16 Jan 2016,"Oh no, just reported that Ted Cruz didn't report another loan, this one from Citi. Wow, no wonder banks do so well in the U.S. Senate."
1645,,6000.0,,2400.0,,4:12 AM - 16 Jan 2016,"The Ted Cruz wiseguy apology to the people of New York is a disgrace. Remember, his wife's employer, and his lender, is located there!"
1646,,5400.0,,2200.0,,3:52 AM - 16 Jan 2016,"Was there another loan that Ted Cruz FORGOT to file. Goldman Sachs owns him, he will do anything they demand. Not much of a reformer!"
1647,,6600.0,,2800.0,,3:49 AM - 16 Jan 2016,"Ted Cruz said he ""didn't know"" that he was a Canadian Citizen. He also FORGOT to file his Goldman Sachs Million $ loan papers.Not believable"
1648,,8500.0,,4000.0,,3:40 AM - 16 Jan 2016,Ted Cruz was born in Canada and was a Canadian citizen until 15 months ago. Lawsuits have just been filed with more to follow. I told you so
1649,,16000.0,,7300.0,,6:47 PM - 15 Jan 2016,"More radical Islam attacks today - it never ends! Strengthen the borders, we must be vigilant and smart. No more being politically correct."
1650,"[FrankLuntz, FoxNews, megynkelly]",5000.0,,1700.0,,6:18 PM - 15 Jan 2016,.@FrankLuntz is a total clown. Has zero credibility!  @FoxNews @megynkelly
1651,"[oreillyfactor, glennbeck]",6500.0,,2500.0,,6:02 PM - 15 Jan 2016,".@oreillyfactor please explain to the very dumb and failing @glennbeck that I supported John McCain big league in 2008, not Obama!"
1652,,5500.0,,1300.0,,5:45 PM - 15 Jan 2016,Just got back from Iowa - had a great time with amazing people. Will be back soon!
1653,"[GeraldoRivera, oreillyfactor, ericbolling]",4600.0,,1300.0,,5:41 PM - 15 Jan 2016,.@GeraldoRivera  Thank you Geraldo for your nice words on @oreillyfactor tonight. You are a true champion! Thank @ericbolling - great guy!
1654,"[GeraldoRivera, SenTedCruz, realDonaldTrump]",4600.0,,1600.0,,5:23 PM - 15 Jan 2016,"""@GeraldoRivera @SenTedCruz got ass kicked by @realDonaldTrump last night-He offended every New Yorker & has no answer to Natural Born issue"
1655,[TeamCavuto],2800.0,,704.0,[HarveyPitt],1:06 PM - 15 Jan 2016,Jusr watched  #HarveyPitt on @TeamCavuto - he was great!
1656,,8600.0,,3400.0,[GOPDebate],11:45 AM - 15 Jan 2016,"Top searched candidate by state, as seen in the #GOPDebate media filing center. WE WILL MAKE AMERICA GREAT AGAIN!pic.twitter.com/nwKPRmWFNr"
1657,,9900.0,,3400.0,,7:30 AM - 15 Jan 2016,Sen. Lindsey Graham embarrassed himself with his failed run for President and now further embarrasses himself with endorsement of Bush.
1658,,9100.0,,2900.0,,7:17 AM - 15 Jan 2016,"Jeb Bush, who did poorly last night in the debate and whose chances of winning are zero, just got Graham endorsement. Graham quit at O."
1659,,6900.0,,3000.0,[Trump2016],3:35 PM - 14 Jan 2016,WSJ/NBC Poll: Donald Trump Widens His Lead in Republican Presidential Race. #Trump2016http://www.wsj.com/articles/poll-donald-trump-widens-his-lead-in-republican-presidential-race-1452808842?mod=djemalertPolitics …
1660,"[_BScarb, realDonaldTrump]",6300.0,,2400.0,,12:11 PM - 14 Jan 2016,"""@_BScarb: Enjoyed watching @realDonaldTrump at his rally yesterday!  I've never seen the Bay Center that packed! pic.twitter.com/ZXDKA5TYBo"""
1661,"[ameriflames, realDonaldTrump, CLewandowski_]",5300.0,,1700.0,,12:07 PM - 14 Jan 2016,"""@ameriflames: @realDonaldTrump @CLewandowski_ no one wants a Bush or a Clinton, they want a straight shooter like TRUMP!"""
1662,[CLewandowski_],5700.0,,2000.0,[VoteTrump],12:03 PM - 14 Jan 2016,"""@CLewandowski_: Massive crowd in Pensacola, Florida! Unbelievable! THANK YOU! #VoteTrump pic.twitter.com/9D2tsQaysd"""
1663,[wpjenna],7000.0,,1900.0,,12:03 PM - 14 Jan 2016,"""@wpjenna: Thousands packed into the Pensacola Bay Center to see Donald Trump tonight... pic.twitter.com/K5lIT2p7fL""  A fantastic evening!"
1664,,9300.0,,4300.0,,11:25 AM - 14 Jan 2016,Do you think Iran would have acted so tough if they were Russian sailors? Our country was humiliated.
1665,"[Bonfiredesigns, realDonaldTrump]",3400.0,,1100.0,,11:21 AM - 14 Jan 2016,"""@Bonfiredesigns: Standing with @realDonaldTrump as he defends our sailors and military and Americans in the USA https://twitter.com/melindaross123/status/687706108807397376 …"""
1666,"[melindaross123, FoxNews, realDonaldTrump]",3300.0,,898.0,,11:20 AM - 14 Jan 2016,"""@melindaross123: @FoxNews @realDonaldTrump There isn't anything Donald Trump says that I don't agree with. Go Trump!"""
1667,[TheBrodyFile],3800.0,,1400.0,[Trump2016],10:42 AM - 14 Jan 2016,".@TheBrodyFile: ""Trump's appeal to evangelicals is real"" #Trump2016 https://www.facebook.com/DonaldTrump/posts/10156529697320725 …pic.twitter.com/3xdEXZV5Ge"
1668,,8900.0,,3400.0,,9:46 PM - 13 Jan 2016,United States looks more and more like a paper tiger. Won't be that way if I win!
1669,,12000.0,,5400.0,,9:45 PM - 13 Jan 2016,Iran humiliated the United States with the capture of our 10 sailors. Horrible pictures & images. We are weak. I will NOT forget!
1670,[andersoncooper],4100.0,,1100.0,,9:45 PM - 13 Jan 2016,"Stuart Stevens is a dumb guy who fails @ virtually everything he touches. Romney campaign,his book,etc. Why does @andersoncooper put him on?"
1671,"[CNN, andersoncooper]",4800.0,,1300.0,,8:25 PM - 13 Jan 2016,"Why does @CNN & @andersoncooper waste airtime by putting failed campaign strategist, Stuart Stevens - who lost BIG for Romney - on the show?"
1672,"[EricTrump, greta]",5800.0,,1500.0,"[FoxNews, Trump2016]",4:49 PM - 13 Jan 2016,.@EricTrump- unbelievable job on #FoxNews with @greta. That was better than I could do! #Trump2016
1673,,4600.0,,1900.0,[VoteTrump],11:49 AM - 13 Jan 2016,THANK YOU! #VoteTrumphttp://www.washingtonexaminer.com/poll-trump-nears-50-in-3-way-race-gop-likes-strong-bold-over-conservative/article/2580352 …
1674,"[OANN, GravisMarketing]",8000.0,,3400.0,"[VoteTrump, IowaCaucus]",11:20 AM - 13 Jan 2016,"THANK YOU, IOWA! Highly respected @OANN @GravisMarketing poll just released. #VoteTrump #IowaCaucuspic.twitter.com/Ecs9XYXaXL"
1675,,4000.0,,1500.0,[VoteTrump],10:22 AM - 13 Jan 2016,Thank you! #VoteTrumphttp://www.bloomberg.com/news/articles/2016-01-13/trump-new-favorite-to-take-republican-nomination-betfair-says …
1676,,5000.0,,1900.0,"[VoteTrump, MakeAmericaGreatAgain, Trump2016]",10:20 AM - 13 Jan 2016,"My nomination would increase voter turnout. #VoteTrump
#MakeAmericaGreatAgain #Trump2016http://www.usatoday.com/story/opinion/2016/01/12/donald-trump-expanding-voter-participation-reagan-democrats-column/78689906/ …"
1677,,5900.0,,2200.0,,6:26 AM - 13 Jan 2016,"Sadly, there is no way that Ted Cruz can continue running in the Republican Primary unless he can erase doubt on eligibility. Dems will sue!"
1678,"[johnkurkosky, Carolde, The_Lady_Colors, DRJAMESCABOT, AceofSpadesHQ]",4100.0,,1700.0,,6:10 AM - 13 Jan 2016,"""@johnkurkosky: @Carolde @The_Lady_Colors @DRJAMESCABOT @TamiDurling @AceofSpadesHQ THIS ELECTION IS ABOUT AMERICAS FUTURE, VOTE TRUMP"""
1679,,5800.0,,1900.0,"[VoteTrump, Trump2016, IACaucus, FITN, IAPolitics]",5:54 AM - 13 Jan 2016,"Thank you for your support last night, Iowa! #VoteTrump #Trump2016 #IACaucus #FITN #IAPoliticspic.twitter.com/xRvznATrU7"
1680,,10000.0,,4200.0,,4:09 AM - 13 Jan 2016,"Iran toys with U.S. days before we pay them, ridiculously, billions of dollars. Don't release money. We want our hostages back NOW!"
1681,,9000.0,,2900.0,,9:46 PM - 12 Jan 2016,"Numerous polls have me beating Hillary Clinton. In a race with her, voter turnout will be the highest in U.S. history-I get most new voters!"
1682,,18000.0,,6700.0,,8:32 PM - 12 Jan 2016,"The State Of The Union speech was one of the most boring, rambling and non-substantive I have heard in a long time. New leadership fast!"
1683,[tedcruz],6200.0,,2000.0,,8:25 PM - 12 Jan 2016,"Just found out that @tedcruz is spending a fortune on Iowa push polls negative to me. Not nice, but OK! New polls are great."
1684,,17000.0,,6800.0,[SOTU],7:05 PM - 12 Jan 2016,"The #SOTU speech is really boring, slow, lethargic - very hard to watch!"
1685,,7300.0,,2700.0,[SOTU],6:59 PM - 12 Jan 2016,The Iran deal is terrible. Why didn't we get the uranium stockpile - it was sent to Russia. #SOTU
1686,,4100.0,,1300.0,[Trump2016],6:56 PM - 12 Jan 2016,"New CBS poll. #Trump2016
http://www.cbsnews.com/news/cbsnyt-poll-donald-trump-holds-on-to-top-spot-nationally/ …"
1687,,7100.0,,2600.0,"[IACaucus, FITN]",1:44 PM - 12 Jan 2016,Another new Iowa poll just released. Thank you! #IACaucus #FITNpic.twitter.com/RGkrruqpM7
1688,,3500.0,,1400.0,,12:28 PM - 12 Jan 2016,"Such a serious problem for Ted & the GOP. Great doubt, Dems will sue! Let's all work together to solve this problem.https://www.bostonglobe.com/opinion/2016/01/11/through-ted-cruz-constitutional-looking-glass/zvKE6qpF31q2RsvPO9nGoK/story.html …"
1689,,5800.0,,1600.0,,11:40 AM - 12 Jan 2016,"On my way to Cedar Falls, Iowa, now. Will be great--I love the people of Iowa!"
1690,,7800.0,,3200.0,[Trump2016],7:06 AM - 12 Jan 2016,THANK YOU! #Trump2016pic.twitter.com/QmDcCKppEu
1691,,4000.0,,791.0,,8:22 PM - 11 Jan 2016,The Tonight Show begins in 5 minutes. Enjoy!
1692,[stuartpstevens],3100.0,,827.0,,8:19 PM - 11 Jan 2016,.@stuartpstevens horrible advise to Mitt Romney made victory an impossibility. Don't blame Mitt! Now Stevens can't get a job!
1693,"[CLewandowski_, stuartpstevens]",3100.0,,888.0,[TeamTrump],7:42 PM - 11 Jan 2016,"""@CLewandowski_: .@stuartpstevens --failed ""strategist"" who can't find clients criticizes winning #TeamTrump. Stop complaining & try winning"
1694,"[CNN, kayleighmcenany, donlemon]",2700.0,,698.0,,7:34 PM - 11 Jan 2016,Fantastic job on @CNN  tonight. @kayleighmcenany is a winner! @donlemon
1695,"[jimmyfallon, nbc]",4100.0,,1100.0,,6:49 PM - 11 Jan 2016,Don't forget to watch The Tonight Show with the wonderful @jimmyfallon at 11:30 P.M. You will not be disappointed!  @NBC
1696,"[CBSNews, jdickerson]",5400.0,,1500.0,,6:42 PM - 11 Jan 2016,Face The Nation's interview of me was the highest rated show that they have had in 15 years. Congratulations and WOW!  @CBSNews @jdickerson
1697,"[MajorCBS, CBSNews]",3500.0,,1100.0,,5:49 PM - 11 Jan 2016,".@MajorCBS Major Garrett of @CBSNews covers me very inaccurately. Total agenda, bad reporter!"
1698,[talkersmagazine],2700.0,,710.0,,5:46 PM - 11 Jan 2016,Thank you Michael Harrison @Talkersmagazine for your kind words - greatly appreciated!
1699,"[FallonTonight, jimmyfallon, nbc]",6500.0,,2200.0,[Trump2016],2:55 PM - 11 Jan 2016,Will be on @FallonTonight with @JimmyFallon on @NBC at 11:35pmE. Enjoy! #Trump2016pic.twitter.com/Z9zbKfXJqb
1700,[megynkelly],11000.0,,4400.0,,12:20 PM - 11 Jan 2016,".@megynkelly recently said that she can’t be wooed by Trump. She is so average in every way, who the hell wants to woo her!"
1701,,5300.0,,2200.0,"[MakeAmericaGreatAgain, Trump2016]",11:43 AM - 11 Jan 2016,"New Iowa poll. Thank you!
#MakeAmericaGreatAgain #Trump2016pic.twitter.com/19sshZ8dSu"
1702,[RinglingBros],3800.0,,1400.0,,11:10 AM - 11 Jan 2016,.@RinglingBros is retiring their elephants-- the circus will never be the same.
1703,[jdickerson],4600.0,,1300.0,,11:10 AM - 11 Jan 2016,Congratulations to @jdickerson of Face the Nation on his highest ratings in 15 years. 4.6 million people watched my interview! Thank you!
1704,,6900.0,,2400.0,"[MakeAmericaGreatAgain, Trump2016]",7:40 AM - 11 Jan 2016,"Just arrived in New Hampshire. Thank you to all of my supporters!
#MakeAmericaGreatAgain #Trump2016pic.twitter.com/KSguIhkIwa"
1705,"[ABC, UnionLeader]",3800.0,,1100.0,,7:09 AM - 11 Jan 2016,"So professional of @ABC news to throw out the failing @UnionLeader newspaper from their debate. Paper won't survive, highly unethical!"
1706,[KatiePavlich],3500.0,,984.0,,6:41 AM - 11 Jan 2016,Great job on Fox this morning @KatiePavlich. I am sending out for your book immediately. Thank you very much!
1707,[TheSlyStallone],6200.0,,1700.0,[GoldenGlobe],6:18 AM - 11 Jan 2016,Congratulations to my friend @TheSlyStallone on winning a #GoldenGlobe. A wonderful guy- who has created something special- well deserved!
